Altersklasse,Männer,Frauen,Total
0 - 9,28.0,22.0,50.0
10 - 19,300.0,331.0,631.0
20 - 29,854.0,786.0,1640.0
30 - 39,653.0,639.0,1292.0
40 - 49,572.0,545.0,1117.0
50 - 59,666.0,673.0,1339.0
60 - 69,405.0,312.0,717.0
70 - 79,181.0,171.0,352.0
80+,117.0,194.0,311.0
