Altersklasse,Covid-Fälle
0 - 9,232
10 - 19,1803
20 - 29,4145
30 - 39,3645
40 - 49,3111
50 - 59,3592
60 - 69,1933
70 - 79,1129
80+,1511
Unbekannt,2
