Altersklasse,Männer,Frauen,Total
0 - 9,71.0,78.0,149.0
10 - 19,966.0,1087.0,2053.0
20 - 29,2100.0,2362.0,4462.0
30 - 39,1999.0,1947.0,3946.0
40 - 49,1706.0,1904.0,3610.0
50 - 59,2027.0,2231.0,4258.0
60 - 69,1364.0,1283.0,2647.0
70 - 79,917.0,795.0,1712.0
80+,747.0,1336.0,2083.0
