Altersklasse,Männer,Frauen,Total
0 - 9,51.0,54.0,105.0
10 - 19,683.0,783.0,1466.0
20 - 29,1599.0,1705.0,3304.0
30 - 39,1427.0,1319.0,2746.0
40 - 49,1221.0,1331.0,2552.0
50 - 59,1424.0,1569.0,2993.0
60 - 69,993.0,903.0,1896.0
70 - 79,625.0,545.0,1170.0
80+,478.0,813.0,1291.0
