Altersklasse,Männer,Frauen,Total
0 - 9,7,8,15
10 - 19,47,89,136
20 - 29,251,216,467
30 - 39,154,174,328
40 - 49,174,144,318
50 - 59,222,200,422
60 - 69,120,101,221
70 - 79,58,42,100
80+,42,61,103
