Altersklasse,Männer,Frauen,Total
0 - 9,44.0,45.0,89.0
10 - 19,536.0,629.0,1165.0
20 - 29,1317.0,1360.0,2677.0
30 - 39,1169.0,1039.0,2208.0
40 - 49,986.0,1047.0,2033.0
50 - 59,1126.0,1201.0,2327.0
60 - 69,792.0,723.0,1515.0
70 - 79,487.0,420.0,907.0
80+,364.0,560.0,924.0
