Altersklasse,Männer,Frauen,Total
0 - 9,95.0,81.0,176.0
10 - 19,754.0,726.0,1480.0
20 - 29,1456.0,1546.0,3002.0
30 - 39,1428.0,1369.0,2799.0
40 - 49,1256.0,1310.0,2569.0
50 - 59,1391.0,1340.0,2732.0
60 - 69,861.0,739.0,1601.0
70 - 79,433.0,405.0,838.0
80+,300.0,455.0,755.0
