Altersklasse,Männer,Frauen,Total
0 - 9,106.0,84.0,190.0
10 - 19,854.0,820.0,1674.0
20 - 29,1607.0,1712.0,3319.0
30 - 39,1562.0,1521.0,3085.0
40 - 49,1385.0,1478.0,2866.0
50 - 59,1535.0,1487.0,3023.0
60 - 69,957.0,836.0,1794.0
70 - 79,483.0,445.0,928.0
80+,330.0,518.0,848.0
