Altersklasse,Covid-Fälle
0 - 9,300
10 - 19,3174
20 - 29,6261
30 - 39,5685
40 - 49,5241
50 - 59,6090
60 - 69,3705
70 - 79,2395
80+,2815
Unbekannt,5
