Altersklasse,Covid-Fälle
0 - 9,258
10 - 19,2929
20 - 29,5897
30 - 39,5334
40 - 49,4912
50 - 59,5759
60 - 69,3513
70 - 79,2288
80+,2737
Unbekannt,5
