Altersklasse,Männer,Frauen,Total
0 - 9,21,14,35
10 - 19,208,247,455
20 - 29,651,600,1251
30 - 39,493,508,1001
40 - 49,445,408,853
50 - 59,535,525,1060
60 - 69,310,240,550
70 - 79,141,126,267
80+,84,137,221
