Altersklasse,Covid-Fälle
0 - 9,363
10 - 19,2476
20 - 29,5157
30 - 39,4512
40 - 49,3999
50 - 59,4434
60 - 69,2441
70 - 79,1335
80+,1647
Unbekannt,2
