Altersklasse,Covid-Fälle
0 - 9,431
10 - 19,2685
20 - 29,5396
30 - 39,4757
40 - 49,4215
50 - 59,4648
60 - 69,2560
70 - 79,1372
80+,1675
Unbekannt,2
