Altersklasse,Covid-Fälle
0 - 9,450
10 - 19,2789
20 - 29,5477
30 - 39,4836
40 - 49,4279
50 - 59,4705
60 - 69,2594
70 - 79,1388
80+,1680
Unbekannt,2
