Altersklasse,Männer,Frauen,Total
0 - 9,58.0,66.0,124.0
10 - 19,865.0,978.0,1843.0
20 - 29,1959.0,2161.0,4120.0
30 - 39,1813.0,1740.0,3553.0
40 - 49,1533.0,1691.0,3224.0
50 - 59,1827.0,2026.0,3853.0
60 - 69,1240.0,1148.0,2388.0
70 - 79,812.0,723.0,1535.0
80+,667.0,1190.0,1857.0
