Altersklasse,Männer,Frauen,Total
0 - 9,41.0,34.0,75.0
10 - 19,367.0,400.0,767.0
20 - 29,754.0,835.0,1589.0
30 - 39,714.0,829.0,1543.0
40 - 49,638.0,663.0,1301.0
50 - 59,779.0,847.0,1626.0
60 - 69,497.0,468.0,965.0
70 - 79,286.0,267.0,553.0
80+,207.0,360.0,567.0
