Altersklasse,Männer,Frauen,Total
0 - 9,47.0,52.0,99.0
10 - 19,626.0,725.0,1351.0
20 - 29,1505.0,1578.0,3083.0
30 - 39,1339.0,1206.0,2545.0
40 - 49,1141.0,1242.0,2383.0
50 - 59,1314.0,1429.0,2743.0
60 - 69,928.0,841.0,1769.0
70 - 79,578.0,502.0,1080.0
80+,434.0,708.0,1142.0
