Altersklasse,Covid-Fälle
0 - 9,1235
10 - 19,5195
20 - 29,8398
30 - 39,8314
40 - 49,7851
50 - 59,7904
60 - 69,4512
70 - 79,2344
80+,2506
Unbekannt,7
