Altersklasse,Männer,Frauen,Total
0 - 9,25,25,50
10 - 19,341,391,732
20 - 29,918,824,1742
30 - 39,694,601,1295
40 - 49,598,590,1188
50 - 59,692,725,1417
60 - 69,512,442,954
70 - 79,282,241,523
80+,220,301,521
