Altersklasse,Covid-Fälle
0 - 9,249
10 - 19,1625
20 - 29,2863
30 - 39,2877
40 - 49,2483
50 - 59,3026
60 - 69,1794
70 - 79,1009
80+,1198
Unbekannt,7
