Altersklasse,Männer,Frauen,Total
0 - 9,18,18,36
10 - 19,204,271,475
20 - 29,585,551,1136
30 - 39,436,367,803
40 - 49,362,344,706
50 - 59,443,416,859
60 - 69,304,294,598
70 - 79,171,142,313
80+,124,157,281
