Altersklasse,Männer,Frauen,Total
0 - 9,30.0,22.0,52.0
10 - 19,221.0,250.0,471.0
20 - 29,525.0,592.0,1117.0
30 - 39,484.0,545.0,1029.0
40 - 49,430.0,426.0,856.0
50 - 59,544.0,554.0,1098.0
60 - 69,328.0,326.0,654.0
70 - 79,206.0,191.0,397.0
80+,147.0,234.0,381.0
