Altersklasse,Männer,Frauen,Total
0 - 9,44.0,24.0,68.0
10 - 19,389.0,422.0,811.0
20 - 29,1058.0,1010.0,2068.0
30 - 39,827.0,823.0,1650.0
40 - 49,693.0,706.0,1399.0
50 - 59,786.0,863.0,1649.0
60 - 69,504.0,384.0,888.0
70 - 79,237.0,219.0,456.0
80+,181.0,301.0,482.0
