Altersklasse,Männer,Frauen,Total
0 - 9,147.0,142.0,289.0
10 - 19,1100.0,1093.0,2193.0
20 - 29,2034.0,2238.0,4272.0
30 - 39,2028.0,2035.0,4065.0
40 - 49,1833.0,1989.0,3825.0
50 - 59,2041.0,2056.0,4098.0
60 - 69,1269.0,1184.0,2454.0
70 - 79,687.0,621.0,1308.0
80+,530.0,919.0,1449.0
