Altersklasse,Männer,Frauen,Total
0 - 9,11,10,21
10 - 19,101,152,253
20 - 29,405,349,754
30 - 39,283,278,561
40 - 49,275,228,503
50 - 59,325,290,615
60 - 69,179,146,325
70 - 79,93,71,164
80+,58,92,150
