Altersklasse,Männer,Frauen,Total
0 - 9,47.0,26.0,73.0
10 - 19,412.0,447.0,859.0
20 - 29,1105.0,1074.0,2179.0
30 - 39,873.0,870.0,1743.0
40 - 49,727.0,752.0,1479.0
50 - 59,831.0,904.0,1735.0
60 - 69,525.0,406.0,931.0
70 - 79,252.0,239.0,491.0
80+,202.0,345.0,547.0
