Altersklasse,Covid-Fälle
0 - 9,166
10 - 19,1285
20 - 29,2431
30 - 39,2431
40 - 49,2118
50 - 59,2619
60 - 69,1569
70 - 79,920
80+,1155
Unbekannt,6
