Altersklasse,Covid-Fälle
0 - 9,219
10 - 19,2765
20 - 29,5736
30 - 39,5178
40 - 49,4745
50 - 59,5640
60 - 69,3421
70 - 79,2238
80+,2686
Unbekannt,5
