Altersklasse,Männer,Frauen,Total
0 - 9,30.0,22.0,52.0
10 - 19,227.0,252.0,479.0
20 - 29,534.0,600.0,1134.0
30 - 39,493.0,559.0,1052.0
40 - 49,438.0,440.0,878.0
50 - 59,556.0,572.0,1128.0
60 - 69,342.0,339.0,681.0
70 - 79,211.0,198.0,409.0
80+,155.0,247.0,402.0
