Altersklasse,Covid-Fälle
0 - 9,553
10 - 19,4322
20 - 29,7515
30 - 39,6999
40 - 49,6531
50 - 59,7168
60 - 69,4252
70 - 79,2593
80+,2928
Unbekannt,5
