Altersklasse,Männer,Frauen,Total
0 - 9,141.0,138.0,279.0
10 - 19,1060.0,1047.0,2107.0
20 - 29,1980.0,2161.0,4141.0
30 - 39,1940.0,1964.0,3906.0
40 - 49,1761.0,1910.0,3674.0
50 - 59,1948.0,1963.0,3912.0
60 - 69,1217.0,1127.0,2345.0
70 - 79,653.0,589.0,1242.0
80+,490.0,859.0,1349.0
