Altersklasse,Covid-Fälle
0 - 9,495
10 - 19,3108
20 - 29,5906
30 - 39,5116
40 - 49,4491
50 - 59,4886
60 - 69,2669
70 - 79,1412
80+,1703
Unbekannt,2
