Altersklasse,Covid-Fälle
0 - 9,290
10 - 19,1734
20 - 29,2995
30 - 39,2996
40 - 49,2584
50 - 59,3154
60 - 69,1832
70 - 79,1028
80+,1205
Unbekannt,6
