Altersklasse,Covid-Fälle
0 - 9,238
10 - 19,1825
20 - 29,4188
30 - 39,3696
40 - 49,3163
50 - 59,3630
60 - 69,1965
70 - 79,1139
80+,1516
Unbekannt,2
