Altersklasse,Männer,Frauen,Total
0 - 9,55.0,59.0,114.0
10 - 19,812.0,910.0,1722.0
20 - 29,1836.0,2017.0,3853.0
30 - 39,1679.0,1598.0,3277.0
40 - 49,1417.0,1572.0,2989.0
50 - 59,1678.0,1879.0,3557.0
60 - 69,1161.0,1076.0,2237.0
70 - 79,743.0,673.0,1416.0
80+,603.0,1092.0,1695.0
