Altersklasse,Männer,Frauen,Total
0 - 9,153.0,148.0,301.0
10 - 19,1138.0,1128.0,2266.0
20 - 29,2083.0,2301.0,4384.0
30 - 39,2099.0,2116.0,4217.0
40 - 49,1906.0,2057.0,3966.0
50 - 59,2120.0,2130.0,4251.0
60 - 69,1307.0,1232.0,2540.0
70 - 79,721.0,652.0,1373.0
80+,551.0,961.0,1512.0
