Altersklasse,Männer,Frauen,Total
0 - 9,56,47,103
10 - 19,488,485,973
20 - 29,1004,1041,2045
30 - 39,955,910,1867
40 - 49,852,861,1715
50 - 59,948,910,1859
60 - 69,586,482,1069
70 - 79,319,267,586
80+,211,266,477
