Altersklasse,Männer,Frauen,Total
0 - 9,50.0,37.0,87.0
10 - 19,399.0,435.0,834.0
20 - 29,806.0,885.0,1691.0
30 - 39,761.0,877.0,1638.0
40 - 49,689.0,726.0,1415.0
50 - 59,838.0,910.0,1748.0
60 - 69,542.0,497.0,1039.0
70 - 79,308.0,296.0,604.0
80+,230.0,400.0,630.0
