Altersklasse,Männer,Frauen,Total
0 - 9,18,19,37
10 - 19,218,283,501
20 - 29,626,579,1205
30 - 39,456,393,849
40 - 49,391,368,759
50 - 59,469,456,925
60 - 69,314,306,620
70 - 79,183,150,333
80+,132,167,299
