Altersklasse,Covid-Fälle
0 - 9,341
10 - 19,3295
20 - 29,6454
30 - 39,5910
40 - 49,5432
50 - 59,6264
60 - 69,3804
70 - 79,2444
80+,2836
Unbekannt,5
