Altersklasse,Männer,Frauen,Total
0 - 9,30.0,22.0,52.0
10 - 19,208.0,242.0,450.0
20 - 29,507.0,567.0,1074.0
30 - 39,463.0,525.0,988.0
40 - 49,416.0,404.0,820.0
50 - 59,520.0,536.0,1056.0
60 - 69,316.0,310.0,626.0
70 - 79,201.0,187.0,388.0
80+,130.0,221.0,351.0
