Altersklasse,Männer,Frauen,Total
0 - 9,36.0,27.0,63.0
10 - 19,293.0,322.0,615.0
20 - 29,645.0,712.0,1357.0
30 - 39,622.0,714.0,1336.0
40 - 49,525.0,548.0,1073.0
50 - 59,663.0,718.0,1381.0
60 - 69,416.0,407.0,823.0
70 - 79,256.0,238.0,494.0
80+,180.0,309.0,489.0
