Altersklasse,Covid-Fälle
0 - 9,269
10 - 19,3003
20 - 29,5997
30 - 39,5453
40 - 49,5017
50 - 59,5879
60 - 69,3578
70 - 79,2331
80+,2781
Unbekannt,5
