Altersklasse,Covid-Fälle
0 - 9,230
10 - 19,1554
20 - 29,2761
30 - 39,2791
40 - 49,2401
50 - 59,2934
60 - 69,1748
70 - 79,990
80+,1186
Unbekannt,6
