,Zahlen vom 04.07.2022,vor einer Woche
Neue Fälle,475.0,324.0
Fälle gesamt,119496.0,118204.0
Todesfälle neu,0.0,0.0
Todesfälle gesamt,368.0,367.0
hospitalisierte Patienten,27.0,20.0
davon auf der Intensiv-Station,2.0,1.0
