,Zahlen vom 23.02.2022,vor einer Woche
Neue Fälle,542.0,743.0
Fälle gesamt,77741.0,74059.0
Todesfälle neu,1.0,0.0
Todesfälle gesamt,338.0,333.0
hospitalisierte Patienten,25.0,30.0
davon auf der Intensiv-Station,2.0,2.0
