,Zahlen vom 19.11.2021,vor einer Woche
Neue Fälle,143.0,118.0
Fälle gesamt,25208.0,24367.0
Todesfälle neu,1.0,0.0
Todesfälle gesamt,286.0,285.0
hospitalisierte Patienten,20.0,18.0
davon auf der Intensiv-Station,4.0,4.0
