,Zahlen vom 13.05.2022,vor einer Woche
Neue Fälle,50.0,55.0
Fälle gesamt,115578.0,115225.0
Todesfälle neu,0.0,0.0
Todesfälle gesamt,365.0,365.0
hospitalisierte Patienten,5.0,6.0
davon auf der Intensiv-Station,0.0,1.0
