,Zahlen vom 06.01.2022,vor einer Woche
Neue Fälle,657.0,383.0
Fälle gesamt,38211.0,34881.0
Todesfälle neu,2.0,1.0
Todesfälle gesamt,314.0,310.0
hospitalisierte Patienten,37.0,
davon auf der Intensiv-Station,15.0,16.0
