,Zahlen vom 29.12.2021,vor einer Woche
Neue Fälle,393.0,257.0
Fälle gesamt,34498.0,32562.0
Todesfälle neu,0.0,1.0
Todesfälle gesamt,309.0,307.0
hospitalisierte Patienten,45.0,44.0
davon auf der Intensiv-Station,16.0,13.0
