,Zahlen vom 09.05.2022,vor einer Woche
Neue Fälle,117.0,193.0
Fälle gesamt,115342.0,114972.0
Todesfälle neu,0.0,0.0
Todesfälle gesamt,365.0,365.0
hospitalisierte Patienten,7.0,9.0
davon auf der Intensiv-Station,0.0,0.0
