,Zahlen vom 08.02.2022,vor einer Woche
Neue Fälle,508.0,770.0
Fälle gesamt,68342.0,61067.0
Todesfälle neu,0.0,0.0
Todesfälle gesamt,329.0,326.0
hospitalisierte Patienten,31.0,25.0
davon auf der Intensiv-Station,5.0,7.0
