,Zahlen vom 01.04.2022,vor einer Woche
Neue Fälle,381.0,827.0
Fälle gesamt,111286.0,108182.0
Todesfälle neu,0.0,0.0
Todesfälle gesamt,355.0,351.0
hospitalisierte Patienten,36.0,62.0
davon auf der Intensiv-Station,5.0,8.0
