,Zahlen vom 01.11.2021,vor einer Woche
Neue Fälle,98.0,102.0
Fälle gesamt,23455.0,23209.0
Todesfälle neu,0.0,0.0
Todesfälle gesamt,284.0,284.0
hospitalisierte Patienten,12.0,12.0
davon auf der Intensiv-Station,4.0,2.0
