,Zahlen vom 11.02.2022,vor einer Woche
Neue Fälle,784.0,1250.0
Fälle gesamt,70914.0,65082.0
Todesfälle neu,2.0,1.0
Todesfälle gesamt,333.0,328.0
hospitalisierte Patienten,26.0,30.0
davon auf der Intensiv-Station,3.0,6.0
