,Zahlen vom 20.12.2021,vor einer Woche
Neue Fälle,703.0,776.0
Fälle gesamt,32072.0,30232.0
Todesfälle neu,3.0,0.0
Todesfälle gesamt,305.0,297.0
hospitalisierte Patienten,40.0,45.0
davon auf der Intensiv-Station,12.0,9.0
