,Zahlen vom 24.09.2021,vor einer Woche
Neue Fälle,39.0,47.0
Fälle gesamt,22634.0,22429.0
Todesfälle neu,0.0,1.0
Todesfälle gesamt,281.0,280.0
hospitalisierte Patienten,15.0,26.0
davon auf der Intensiv-Station,8.0,12.0
