,Zahlen vom 04.11.2021,vor einer Woche
Neue Fälle,75.0,47.0
Fälle gesamt,23654.0,23311.0
Todesfälle neu,0.0,0.0
Todesfälle gesamt,285.0,284.0
hospitalisierte Patienten,6.0,12.0
davon auf der Intensiv-Station,3.0,3.0
