,Zahlen vom 01.07.2022,vor einer Woche
Neue Fälle,190.0,187.0
Fälle gesamt,119021.0,117880.0
Todesfälle neu,1.0,0.0
Todesfälle gesamt,368.0,367.0
hospitalisierte Patienten,16.0,13.0
davon auf der Intensiv-Station,0.0,1.0
