,Zahlen vom 25.11.2021,vor einer Woche
Neue Fälle,211.0,212.0
Fälle gesamt,26209.0,25065.0
Todesfälle neu,1.0,0.0
Todesfälle gesamt,289.0,285.0
hospitalisierte Patienten,31.0,18.0
davon auf der Intensiv-Station,7.0,4.0
