,Zahlen vom 26.01.2022,vor einer Woche
Neue Fälle,1170.0,1046.0
Fälle gesamt,53778.0,46513.0
Todesfälle neu,0.0,2.0
Todesfälle gesamt,324.0,319.0
hospitalisierte Patienten,27.0,34.0
davon auf der Intensiv-Station,7.0,11.0
