,Zahlen vom 14.04.2022,vor einer Woche
Neue Fälle,313.0,253.0
Fälle gesamt,113484.0,112389.0
Todesfälle neu,0.0,3.0
Todesfälle gesamt,362.0,361.0
hospitalisierte Patienten,20.0,25.0
davon auf der Intensiv-Station,2.0,3.0
