,Zahlen vom 11.04.2022,vor einer Woche
Neue Fälle,419.0,460.0
Fälle gesamt,113002.0,111746.0
Todesfälle neu,1.0,0.0
Todesfälle gesamt,362.0,355.0
hospitalisierte Patienten,22.0,37.0
davon auf der Intensiv-Station,2.0,4.0
