,Zahlen vom 21.02.2022,vor einer Woche
Neue Fälle,1393.0,1871.0
Fälle gesamt,76763.0,72785.0
Todesfälle neu,2.0,0.0
Todesfälle gesamt,337.0,333.0
hospitalisierte Patienten,28.0,26.0
davon auf der Intensiv-Station,2.0,5.0
